Institution,main_office,branch_name,branch_number,established_date,street_address,City,County,State,Zipcode,2010_Deposits,2011_Deposits,2012_Deposits,2013_Deposits,2014_Deposits,2015_Deposits,2016_Deposits,row_num
JPM Chase Bank,0,Southport Emerson Branch,3085,1995-12-22,7120 Emblem Drive,Indianapolis,Marion,IN,46237,47784,52888,58641,67600,70969,75737,85338,1
JPM Chase Bank,0,Southside Branch,2106,1963-10-09,1700 Center Street,New Iberia,Iberia,LA,70560,27486,26265,29432,33650,33856,35453,32557,1
JPM Chase Bank,0,Southview Branch,1603,1954-03-25,2232 Fairless Drive,Lorain,Lorain,OH,44055,21741,21427,23213,25105,26127,27805,27896,1
JPM Chase Bank,0,Southway Plaza Branch,3057,1958-08-13,3301 South Madison Street,Muncie,Delaware,IN,47302,19460,20787,21039,22482,30887,34051,34776,1
JPM Chase Bank,0,Southwest Tower Branch,2278,1964-08-15,4245 Kemp Boulevard,Wichita Falls,Wichita,TX,76308,199025,189266,208832,219647,235431,223281,200335,1
JPM Chase Bank,0,Spanish Fork Branch,2603,1982-08-05,910 North Main Street,Spanish Fork,Utah,UT,84660,17828,23587,18251,22348,21651,27588,30738,1
JPM Chase Bank,0,Speedway & Lynnhurst Branch,2941,1959-07-27,5253 West Sixteenth Street,Indianapolis,Marion,IN,46224,63607,65844,66696,66837,64189,66068,66710,1
JPM Chase Bank,0,Speedway and Pantano Frys Branch,2552,1987-06-30,7812 East Speedway Boulevard,Tucson,Pima,AZ,85710,12375,12784,13994,14949,14201,14926,16449,1
JPM Chase Bank,0,Speedway Banking Branch,3022,1973-10-03,2302 Cunningham Road,Indianapolis,Marion,IN,46224,44512,46072,48991,52375,53709,57164,61448,1
JPM Chase Bank,0,Speedway-Swan Branch,2450,1957-04-15,4711 East Speedway Boulevard,Tucson,Pima,AZ,85712,171473,181900,182056,190560,175518,165041,163830,1
JPM Chase Bank,0,Spicewood Branch,2285,1925-01-01,12858 Research Boulevard Hwy 183,Austin,Williamson,TX,78750,52544,55428,58397,65268,76894,85207,94031,1
JPM Chase Bank,0,Spring Branch Banking Branch,2353,1973-11-06,1337 Gessner Street,Houston,Harris,TX,77055,101806,128529,176132,163385,162354,169653,193541,1
JPM Chase Bank,0,Spring Lake Branch,2794,1962-07-02,101 West Savidge Street,Spring Lake,Ottawa,MI,49456,53994,51810,51056,64318,71343,68859,72447,1
JPM Chase Bank,0,Spring Street Branch,3225,1932-01-01,120 West Spring Street,New Albany,Floyd,IN,47150,33457,30674,33823,39855,44293,46516,48082,1
JPM Chase Bank,0,Springboro Branch,1768,1979-09-13,15 Springwood Drive,Springboro,Warren,OH,45066,39278,43371,46276,55435,57146,61808,67895,1
JPM Chase Bank,0,Springbrook Branch,1904,1980-04-29,136 East Lake Street,Bloomingdale,DuPage,IL,60108,135312,142949,165836,186131,190426,200449,226549,1
JPM Chase Bank,0,Springdale Branch,3255,1971-01-21,1642 East 10th Street,Jeffersonville,Clark,IN,47130,30315,30279,31569,34097,32942,34815,34867,1
JPM Chase Bank,0,Springfield Branch,1615,1974-01-14,1249 Canton Road,Akron,Summit,OH,44312,30856,31766,34781,39614,36561,37855,39077,1
JPM Chase Bank,0,Springfield Main Branch,3153,1851-01-01,One East Old State Capitol Plaza,Springfield,Sangamon,IL,62701,387528,447468,472600,451685,500238,384272,395077,1
JPM Chase Bank,0,Springfield West Branch,3155,1987-07-02,2801 Greenbriar,Springfield,Sangamon,IL,62704,75220,72901,84683,92164,99085,118005,132516,1
JPM Chase Bank,0,Springs Ranch Branch,3193,2003-04-14,3750 Bloomington Street,Colorado Springs,El Paso,CO,80922,19893,23934,27497,35147,35996,38658,43490,1
JPM Chase Bank,0,St. Albans Branch,1818,1983-11-07,613 Maccorkle Avenue,Saint Albans,Kanawha,WV,25177,52203,49849,52115,52538,53095,53802,55321,1
JPM Chase Bank,0,St. Charles Avenue Branch,2135,1951-08-15,2200 St. Charles Avenue,New Orleans,Orleans,LA,70130,92974,102240,109622,117583,128541,140856,138299,1
JPM Chase Bank,0,St. Charles/Randall Facility Branch,1912,1982-09-08,575 South Randall Road,St. Charles,Kane,IL,60174,157630,157144,180229,203103,220106,238494,273289,1
JPM Chase Bank,0,St. Helen Road Branch,2791,1965-06-28,2048 North St. Helen Road,St. Helen,Roscommon,MI,48656,19093,18283,18090,16717,16627,17401,18800,1
JPM Chase Bank,0,St. John Branch,2986,1967-02-15,9600 Wicker Ave,St. John,Lake,IN,46373,50692,55569,65576,72911,81017,90927,103738,1
JPM Chase Bank,0,St. Marys Avenue Branch,3073,1981-03-11,2201 St. Mary's Avenue,Fort Wayne,Allen,IN,46808,25778,28999,28297,30169,32079,32805,66029,1
JPM Chase Bank,0,St. Marys Spring Street Branch,1737,1970-08-03,125 West Spring Street,St. Marys,Auglaize,OH,45885,24011,24863,29611,36797,37486,36675,35634,1
JPM Chase Bank,0,St. Matthews Branch,3198,1961-11-24,4111 Shelbyville Road,Louisville,Jefferson,KY,40207,81755,80153,87148,95964,116748,118597,130595,1
JPM Chase Bank,0,Stafford Branch,1321,1956-05-29,11806 Wilcrest Drive,Houston,Harris,TX,77031,228748,235691,283603,300138,325135,331924,348054,1
JPM Chase Bank,0,Stafford Pointe Branch,2969,1978-07-24,807 Southfield Drive,Plainfield,Hendricks,IN,46168,93835,100259,109052,123541,121509,132267,138496,1
JPM Chase Bank,0,Stamford Prospect Street Branch,1177,1982-06-21,45 Prospect Street,Stamford,Fairfield,CT,6901,204954,214910,238414,262654,260571,267904,320712,1
JPM Chase Bank,0,Stapleton Branch,124,1928-05-01,621 Bay Street,Staten Island,Richmond,NY,10304,50571,49589,47365,53341,52521,54804,56262,1
JPM Chase Bank,0,Stassney Branch,3142,2002-04-15,701 E Stassney Lane Bldg J,Austin,Travis,TX,78745,24868,26376,29962,36518,43184,47930,55328,1
JPM Chase Bank,0,State Capitol Branch,1812,1974-02-21,1625 Washington Street,Charleston,Kanawha,WV,25311,15743,17635,18709,18172,18365,19714,21969,1
JPM Chase Bank,0,State Office Building Branch,2946,1967-09-27,"302 West Washington Street, Room 033",Indianapolis,Marion,IN,46204,25589,29069,30096,31039,32025,33442,37096,1
JPM Chase Bank,0,State Street Drive-Up Branch,2829,1960-11-07,231 East State Street,Traverse City,Grand Traverse,MI,49684,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Steinway and Broadway Branch,122,1919-01-27,38-18 Broadway,Astoria,Queens,NY,11103,191624,190802,210850,237922,242952,253736,321267,1
JPM Chase Bank,0,Sterling Plaza-Krogers Branch,3166,1996-08-05,3311 Sterling Avenue,Peoria,Peoria,IL,61604,7349,8771,10367,12133,14037,14920,16683,1
JPM Chase Bank,0,Steubenville Branch,1826,1996-01-01,401 Market Street,Steubenville,Jefferson,OH,43952,38113,38160,43501,38274,36246,34542,36085,1
JPM Chase Bank,0,Stevens Point Main Office Branch,2893,1893-07-13,601 Main Street,Stevens Point,Portage,WI,54481,151797,99047,109104,112270,115884,114944,116103,1
JPM Chase Bank,0,Stevensville Branch,2786,1958-03-01,5689 St. Joseph Road,Stevensville,Berrien,MI,49127,27810,30556,33869,36086,37996,41994,41323,1
JPM Chase Bank,0,Stony Brook Branch,276,1970-04-03,2210 Nesconset Highway,Stony Brook,Suffolk,NY,11790,186061,207307,186930,193516,213523,216289,229279,1
JPM Chase Bank,0,Stony Hill Branch,1147,1966-09-24,111 Newton Road,Danbury,Fairfield,CT,6810,110704,118522,126303,134272,129342,133807,144766,1
JPM Chase Bank,0,Stony Island Branch,1920,1994-06-28,6650 South Stony Island Avenue,Chicago,Cook,IL,60637,93617,98662,104742,113593,113263,114376,121211,1
JPM Chase Bank,0,Stow Branch,1627,1980-11-17,4499 Kent Road,Stow,Summit,OH,44224,32763,35549,39651,45113,50574,55104,64462,1
JPM Chase Bank,0,Stratford Barnum Avenue Branch,1168,1959-08-06,2855 Main Street,Stratford,Fairfield,CT,6614,107234,108717,107494,103394,104079,105200,166129,1
JPM Chase Bank,0,Stratford Branch,1902,1971-12-01,439 West Schick Road,Bloomingdale,DuPage,IL,60108,213247,232930,279398,308704,320442,347243,375537,1
JPM Chase Bank,0,Streamwood Facility Branch,1956,1986-03-01,151 East Irving Park Road,Streamwood,Cook,IL,60107,64185,69601,74416,82055,85809,93246,101141,1
JPM Chase Bank,0,Strongbow Centre Branch,3052,1991-06-10,2200 East Morthland Drive,Valparaiso,Porter,IN,46383,21672,24179,28087,33158,33908,37594,43242,1
JPM Chase Bank,0,Strongsville Branch,1604,1992-02-10,14357 Pearl Road,Strongsville,Cuyahoga,OH,44136,34643,41484,46666,56603,64819,70961,88574,1
JPM Chase Bank,0,Stubbs and N 18th Street Branch,2189,1960-11-01,1101 North 18th Street,Monroe,Ouachita,LA,71201,39367,38730,40602,42394,42883,45119,45649,1
JPM Chase Bank,0,Stuyvesant Town Branch,530,1937-06-30,255-257 First Avenue,New York City,New York,NY,10003,174708,190866,206476,229780,256334,264379,294083,1
JPM Chase Bank,0,Sugar Land Branch,1353,1983-11-01,2430 Highway 6,Sugar Land,Fort Bend,TX,77478,188531,188179,212393,229499,254948,280528,295195,1
JPM Chase Bank,0,Sugarcreek Banking Center Branch,1837,2004-09-15,6460 Wilmington Pike,Dayton,Greene,OH,45459,30877,33502,41263,43439,54498,55393,57686,1
JPM Chase Bank,0,Sullivan Road Branch,2073,1979-03-26,6627 Sullivan Road,Greenwell Springs,East Baton Rouge,LA,70739,44577,47538,50896,52664,58125,64629,69158,1
JPM Chase Bank,0,Summit Branch,1229,1992-04-13,67-69 Summit Avenue,Summit,Union,NJ,7901,167920,169223,212022,248037,242824,233585,264875,1
JPM Chase Bank,0,Summit Mall Branch,1633,1989-10-23,3265 W Market St Ste 80,Akron,Summit,OH,44333,101319,129596,143062,169301,200339,223311,268482,1
JPM Chase Bank,0,Summit Square Branch,3060,1902-11-24,101 E Washington Blvd Lobby,Fort Wayne,Allen,IN,46802,219459,161955,186146,187038,188911,185337,225885,1
JPM Chase Bank,0,Sun City Grand Branch,2583,1999-09-20,19500 North Sunrise Boulevard,Surprise,Maricopa,AZ,85374,108058,115418,119842,130038,133940,135883,146925,1
JPM Chase Bank,0,Sun City West Branch,2499,1979-12-17,13501 Camino Del Sol,Sun City West,Maricopa,AZ,85375,205893,209586,225514,243069,249173,250103,255626,1
JPM Chase Bank,0,Sun City-Bell Road Branch,2478,1973-09-10,10116 West Bell Road,Sun City,Maricopa,AZ,85351,146081,148078,146364,146156,152286,152879,161336,1
JPM Chase Bank,0,Sun City-Lakeview Branch,2465,1971-03-01,10300 West Thunderbird Road,Sun City,Maricopa,AZ,85351,127076,125351,127332,131770,133118,131727,132974,1
JPM Chase Bank,0,Sun City-Peoria Branch,2456,1969-01-27,9790 West Peoria Avenue,Peoria,Maricopa,AZ,85345,74437,72190,72940,73876,77003,73655,81593,1
JPM Chase Bank,0,Sunbury Branch,1550,1887-01-01,45 E Granville Street,Sunbury,Delaware,OH,43074,25125,26610,31556,30835,31347,31465,34827,1
JPM Chase Bank,0,Sunnyside North Branch,561,1946-11-01,47-11 Queens Boulevard,Sunnyside,Queens,NY,11104,172783,168368,176517,189087,200097,208223,218572,1
JPM Chase Bank,0,Sunset Branch,2176,1977-04-29,987 Napoleon Avenue,Sunset,St. Landry,LA,70584,29382,30243,34429,34221,35989,37279,37655,1
JPM Chase Bank,0,Superstition Spring Branch,2535,1992-01-06,1750 South Power Road,Mesa,Maricopa,AZ,85206,144908,158850,150449,160362,169274,215015,219563,1
JPM Chase Bank,0,Sutton Place Branch,83,1926-06-07,994 First Avenue,New York City,New York,NY,10022,381890,416914,446512,469062,437428,474278,513961,1
JPM Chase Bank,0,Swan-Sunrise Drive Branch,2500,1979-12-17,4660 East Sunrise Drive,Tucson,Pima,AZ,85718,142980,152800,170350,189059,194750,191639,202089,1
JPM Chase Bank,0,Swartz Creek Branch,2765,1952-03-31,4459 Fortino Drive,Swartz Creek,Genesee,MI,48473,61687,63106,67072,66812,71632,73401,82866,1
JPM Chase Bank,0,Syosset Branch,839,1963-01-09,220 West Jericho Turnpike,Syosset,Nassau,NY,11791,222117,248647,253460,253517,244404,273632,292276,1
JPM Chase Bank,0,Table Mesa Branch,3098,1924-01-01,603 South Broadway,Boulder,Boulder,CO,80305,128826,145549,159057,171830,184106,192839,217226,1
JPM Chase Bank,0,Tanglewood Branch,1335,1977-08-15,5851 San Felipe Road,Houston,Harris,TX,77057,273270,273495,292811,324573,350450,353232,342548,1
JPM Chase Bank,0,Tanglewood Branch,1595,1970-12-28,8501 Tanglewood Square,Chagrin Falls,Geauga,OH,44023,39801,44776,49858,56166,65695,70591,77942,1
JPM Chase Bank,0,Tanque Verde & Sabino Canyon Branch,2488,1976-04-19,7070 East Tanque Verde Road,Tucson,Pima,AZ,85715,104133,114729,128506,141684,158473,179701,194543,1
JPM Chase Bank,0,Tara Branch,2069,1976-02-02,8578 Goodwood Boulevard,Baton Rouge,East Baton Rouge,LA,70806,39674,44468,46428,49912,55042,55682,63205,1
JPM Chase Bank,0,Tates Creek Centre Branch,3246,1987-01-20,4192 Tates Creek Centre Rd,Lexington,Fayette,KY,40517,58869,64286,75924,83965,90366,95993,107206,1
JPM Chase Bank,0,Tatum & Bell Frys Branch,2575,1996-12-04,4842 E. Bell Road,Scottsdale,Maricopa,AZ,85254,15861,16139,17286,18683,21048,22887,24966,1
JPM Chase Bank,0,Tatum & Dynamite Banking Center Branch,3294,2003-05-19,28238 North Tatum Boulevard,Cave Creek,Maricopa,AZ,85331,32229,35475,41526,48503,73475,81515,88434,1
JPM Chase Bank,0,Tatum and Bell Branch,2534,1992-01-06,4922 East Bell Road,Scottsdale,Maricopa,AZ,85254,133750,141564,146531,153347,174990,183603,190440,1
JPM Chase Bank,0,Taylorsville Branch,2600,1979-04-18,4695 South 2700 West,Salt Lake City,Salt Lake,UT,84129,31036,32166,36252,40524,31768,35449,37557,1
JPM Chase Bank,0,Teays Valley Banking Center Branch,1829,2003-12-10,210 Great Teays Blvd,Scott Depot,Putnam,WV,25560,21000,22605,28137,30304,35882,39266,44811,1
JPM Chase Bank,0,Telfair Branch,1518,2004-04-12,925 Highway 6,Sugar Land,Fort Bend,TX,77478,28645,31630,36584,40836,47144,54761,64110,1
JPM Chase Bank,0,Tempe-Broadway Branch,2460,1969-10-20,444 West Broadway Road,Tempe,Maricopa,AZ,85282,86225,71446,82086,92146,99614,89282,107774,1
JPM Chase Bank,0,Terrytown Branch,2156,1905-01-01,2320 Belle Chasse,Gretna,Jefferson,LA,70053,106296,114879,112443,139092,140884,142035,142063,1
JPM Chase Bank,0,The Forum Branch,1836,2003-07-01,4590 Knightsbridge Boulevard,Columbus,Franklin,OH,43214,0,0,0,0,0,0,0,1
JPM Chase Bank,0,The Geist Banking Center Branch,2961,1991-01-22,11735 Fox Road,Indianapolis,Marion,IN,46236,49337,51848,57928,66781,79771,89977,114003,1
JPM Chase Bank,0,The Park Branch,2248,1986-08-18,"1200 Mckinney, Suite 433",Houston,Harris,TX,77010,80902,83521,91707,98655,113502,128437,148946,1
JPM Chase Bank,0,The Romany Road Branch,3245,1986-09-15,361 Romany Road,Lexington,Fayette,KY,40502,21541,22257,23480,28324,32984,35719,54019,1
JPM Chase Bank,0,The Summit Branch,3336,2003-10-27,3920 Summit Plaza Drive,Louisville,Jefferson,KY,40241,32645,40514,45293,60493,71504,73623,91377,1
JPM Chase Bank,0,Third Avenue & 41st Street Branch,99,1961-10-02,633 Third Avenue,New York City,New York,NY,10017,536930,534039,584368,652110,674841,708847,741339,1
JPM Chase Bank,0,Third Avenue & 51st Street Branch,37,1961-05-05,850 Third Avenue,New York City,New York,NY,10022,463550,456859,508804,540179,595786,581725,643283,1
JPM Chase Bank,0,Third Avenue and 56th Street Branch,804,1962-03-21,919 Third Avenue,New York City,New York,NY,10022,336162,390954,411627,471007,473221,550514,528531,1
JPM Chase Bank,0,Third Avenue and 79th Street Branch,802,1963-12-03,201 East 79th Street,New York City,New York,NY,10075,252158,272514,300037,331262,342944,433235,453850,1
JPM Chase Bank,0,Thomas and 24th Street Branch,2435,1954-12-20,3001 North 24th Street,Phoenix,Maricopa,AZ,85016,63619,58866,52485,50692,49920,51254,56939,1
JPM Chase Bank,0,Thomas and 30th Frys Branch,2564,1989-06-30,3036 East Thomas Road,Phoenix,Maricopa,AZ,85016,8385,9135,10315,11356,13231,14287,14325,1
JPM Chase Bank,0,Thomas and 44th Street Branch,2576,1996-12-09,2827 N. 44th Street,Phoenix,Maricopa,AZ,85008,121057,124723,123284,133554,131139,140319,149571,1
JPM Chase Bank,0,Thomas and 59th Avenue Branch,2490,1976-05-24,5734 West Thomas Road,Phoenix,Maricopa,AZ,85031,57498,59004,61219,63965,65981,73770,78730,1
JPM Chase Bank,0,Thomas and 7th Avenue Branch,2436,1958-01-27,2901 North Seventh Avenue,Phoenix,Maricopa,AZ,85013,96956,100821,106304,103803,111474,116476,130378,1
JPM Chase Bank,0,Thornapple Branch,2814,1980-11-24,"6335 28th Street, S.E.",Grand Rapids,Kent,MI,49546,39096,42536,49338,58004,66839,71416,75625,1
JPM Chase Bank,0,Thornwood Branch,144,1969-02-01,608 Columbus Avenue,Thornwood,Westchester,NY,10594,140401,145620,151223,162526,167717,166077,184267,1
JPM Chase Bank,0,Throggs Neck Branch,768,1800-01-01,3528 East Tremont Avenue,Bronx,Bronx,NY,10465,174282,176014,198989,215450,223805,237124,268193,1
JPM Chase Bank,0,Thruway Branch,985,1956-08-17,360 South Broadway,Tarrytown,Westchester,NY,10591,106385,113843,115709,126009,131869,147332,162695,1
JPM Chase Bank,0,Thunderbird and 43rd Avenue Branch,2512,1981-06-15,4250 West Thunderbird Road,Phoenix,Maricopa,AZ,85053,83768,93434,95252,95082,122022,121156,129824,1
JPM Chase Bank,0,Thunderbird and 57th Frys Branch,2548,1987-06-30,5771 West Thunderbird Road,Glendale,Maricopa,AZ,85306,11681,13260,15088,14877,16392,18250,20244,1
JPM Chase Bank,0,Thunderbird and 7th Branch,2543,1937-05-14,13602 North Seventh Street,Phoenix,Maricopa,AZ,85022,107260,112505,119970,133248,130400,129627,147483,1
JPM Chase Bank,0,Tidwell Fiesta Branch,2384,1995-04-03,9419 Mesa,Houston,Harris,TX,77078,10958,11053,13234,14500,14685,16530,17046,1
JPM Chase Bank,0,Tillotson Square Branch,3058,1973-05-14,912 South Tillotson Avenue,Muncie,Delaware,IN,47304,33435,34581,38499,44077,44890,48267,52079,1
JPM Chase Bank,0,Times Corners Branch,3063,1970-02-04,5944 West Jefferson Boulevard,Fort Wayne,Allen,IN,46804,66153,68850,74186,81002,83926,89633,93713,1
JPM Chase Bank,0,Times Square Branch,44,1927-05-02,3 Times Square,New York City,New York,NY,10036,313024,338725,432032,449569,474047,495929,532606,1
JPM Chase Bank,0,Tioga Branch,2196,1974-12-16,4629 Shreveport Highway,Pineville,Rapides,LA,71360,18326,17890,20837,21417,21329,20704,19912,1
JPM Chase Bank,0,Tipp City Branch,1772,1980-08-15,1281 W. Main St,Tipp City,Miami,OH,45371,29110,31116,33315,36046,46063,43471,51018,1
JPM Chase Bank,0,Tippecanoe Mall Branch,3078,1973-07-30,2207 Sagamore Pkwy S,Lafayette,Tippecanoe,IN,47905,33681,33810,35192,37340,40298,42794,46305,1
JPM Chase Bank,0,Tolleston Branch,3033,1948-03-22,2203 West 11th Avenue,Gary,Lake,IN,46404,23573,22205,22431,21626,22761,23241,23557,1
JPM Chase Bank,0,Torrey Chase Branch,3327,2003-07-21,4165 Fm 1960 Road West,Houston,Harris,TX,77068,69261,77904,89059,94375,101707,103813,107203,1
JPM Chase Bank,0,Tottenville Branch,444,1974-08-23,280 Page Avenue,Staten Island,Richmond,NY,10307,100874,106069,105249,124999,136014,152985,163243,1
JPM Chase Bank,0,Touro Branch,2140,1962-12-10,3525 Prytania Street,New Orleans,Orleans,LA,70115,39632,41415,40000,42192,44280,44210,46169,1
JPM Chase Bank,0,Tower Banking Center Branch,2995,1999-02-22,"1 East Ohio Street, Suite 101",Indianapolis,Marion,IN,46204,48058,62133,70323,94047,112655,96474,102327,1
JPM Chase Bank,0,Tower Branch,1040,1929-11-16,1 S Clinton Ave,Rochester,Monroe,NY,14604,112317,521531,347314,549217,537603,465753,593098,1
JPM Chase Bank,0,Town East Branch,2372,1990-08-02,1345 Town East Boulevard,Mesquite,Dallas,TX,75150,68348,73417,83364,92728,92854,101985,106003,1
JPM Chase Bank,0,Town Square Bloomfield Branch,2705,1957-09-09,2205 1/2 Telegraph Road,Bloomfield Hills,Oakland,MI,48302,37001,38242,44311,47384,52062,59133,60055,1
JPM Chase Bank,0,Town Square Branch,1583,1977-06-30,8870 Mentor Avenue,Mentor,Lake,OH,44060,43418,50063,55811,58408,60890,60973,64744,1
JPM Chase Bank,0,Traverse City Main Branch,2828,1984-03-09,231 East State Street,Traverse City,Grand Traverse,MI,49684,153408,158452,175355,201217,166675,193087,210099,1
JPM Chase Bank,0,Tremont Branch,71,1954-10-18,601 East Tremont Avenue,Bronx,Bronx,NY,10457,48180,43965,45267,48717,53949,56093,56539,1
JPM Chase Bank,0,Tri-County Branch,1712,1934-08-01,11745 Princeton Pike,Cincinnati,Hamilton,OH,45246,23660,27459,28005,30445,29838,32409,32488,1
JPM Chase Bank,0,Trinity Branch,2301,1963-03-13,1881 Sylvan Avenue,Dallas,Dallas,TX,75208,50148,52454,58772,61000,65786,68681,83118,1
JPM Chase Bank,0,Troy Branch,1777,1982-12-03,1011 West Main Street,Troy,Miami,OH,45373,31167,33789,38623,41741,45509,48722,55735,1
JPM Chase Bank,0,Trumbull Quality Street Branch,1146,1965-12-11,"80 Quality Street, Town Hall Sc",Trumbull,Fairfield,CT,6611,55558,58377,60524,59755,63373,66116,69359,1
JPM Chase Bank,0,Trumbull-Porter Branch,2626,1964-11-06,1450 Trumbull Avenue,Detroit,Wayne,MI,48216,23153,23381,23643,23896,26024,29852,27563,1
JPM Chase Bank,0,Turfway Branch,1787,1999-11-19,4899 Houston Road,Florence,Boone,KY,41042,42618,40466,42255,46971,49338,59209,64117,1
JPM Chase Bank,0,Tuscon Downtown Branch,2445,1935-02-11,2 East Congress Street,Tucson,Pima,AZ,85701,422106,340106,367268,328480,327343,313910,400082,1
